source_display	target	card_type	level	word_class	gender	topic	flelex_word	freq_total
le vêtement	das Kleidungsstück	words	A1	noun	m	Allgemein	vêtement	148.21
le marché	der Markt	words	A1	noun	m	Allgemein	marché	148.19
la chance	das Glück	words	A1	noun	f	Allgemein	chance	148.17
le journaliste	der Journalist	words	A1	noun	m	Allgemein	journaliste	148.16
le produit	das Produkt	words	A1	noun	m	Allgemein	produit	147.90
apercevoir	erblicken	words	A1	verb		Allgemein	apercevoir	147.77
l'habitant	der Bewohner	words	A1	noun	m	Allgemein	habitant	146.22
l'art	die Kunst	words	A1	noun	m	Allgemein	art	145.83
revoir	wiedersehen	words	A1	verb		Allgemein	revoir	145.69
international	international	words	A1	adjective		Allgemein	international	145.39
la fleur	die Blume	words	A1	noun	f	Allgemein	fleur	145.11
l'image	das Bild	words	A1	noun	f	Allgemein	image	144.80
tant	so viel	words	A1	adverb		Allgemein	tant	144.50
coucher	liegen	words	A1	verb		Allgemein	coucher	144.39
bleu	blau	words	A1	adjective		Allgemein	bleu	143.67
réaliser	realisieren	words	A1	verb		Allgemein	réaliser	143.63
frapper	schlagen	words	A1	verb		Allgemein	frapper	143.41
la mer	das Meer	words	A1	noun	f	Allgemein	mer	143.17
accepter	akzeptieren	words	A1	verb		Allgemein	accepter	143.00
la classe	die Klasse	words	A1	noun	f	Allgemein	classe	142.98
conduire	fahren	words	A1	verb		Allgemein	conduire	141.64
la reine	die Königin	words	A1	noun	f	Allgemein	reine	141.32
joli	hübsch	words	A1	adjective		Allgemein	joli	140.75
représenter	darstellen	words	A1	verb		Allgemein	représenter	140.56
le médecin	der Arzt	words	A1	noun	m	Allgemein	médecin	140.30
adorer	lieben	words	A1	verb		Allgemein	adorer	139.89
mauvais	schlecht	words	A1	adjective		Allgemein	mauvais	139.70
le vin	der Wein	words	A1	noun	m	Allgemein	vin	139.24
le sport	der Sport	words	A1	noun	m	Allgemein	sport	138.85
inviter	einladen	words	A1	verb		Allgemein	inviter	137.13
la manière	die Art	words	A1	noun	f	Allgemein	manière	136.64
accompagner	begleiten	words	A1	verb		Allgemein	accompagner	136.48
hier	gestern	words	A1	adverb		Allgemein	hier	136.21
manquer	fehlen	words	A1	verb		Allgemein	manquer	135.78
sauver	retten	words	A1	verb		Allgemein	sauver	135.64
le choix	die Wahl	words	A1	noun	m	Allgemein	choix	135.48
le centre	das Zentrum	words	A1	noun	m	Allgemein	centre	135.42
voici	hier ist	words	A1	adverb		Allgemein	voici	135.21
le mur	die Wand	words	A1	noun	m	Allgemein	mur	134.60
l'œuvre	das Werk	words	A1	noun	f	Allgemein	oeuvre	134.36
traverser	überqueren	words	A1	verb		Allgemein	traverser	134.20
le site	die Seite	words	A1	noun	m	Allgemein	site	133.93
le roman	der Roman	words	A1	noun	m	Allgemein	roman	133.15
le verre	das Glas	words	A1	noun	m	Allgemein	verre	133.10
froid	kalt	words	A1	adjective		Allgemein	froid	133.08
l'entrée	der Eingang	words	A1	noun	f	Allgemein	entrée	133.07
la santé	die Gesundheit	words	A1	noun	f	Allgemein	santé	132.60
avancer	vorankommen	words	A1	verb		Allgemein	avancer	132.40
visiter	besuchen	words	A1	verb		Allgemein	visiter	132.39
impossible	unmöglich	words	A1	adjective		Allgemein	impossible	132.22
dieu	Gott	words	A1	noun	m	Allgemein	dieu	131.37
partager	teilen	words	A1	verb		Allgemein	partager	131.21
le chien	der Hund	words	A1	noun	m	Allgemein	chien	130.41
le bord	der Rand	words	A1	noun	m	Allgemein	bord	130.30
la guerre	der Krieg	words	A1	noun	f	Allgemein	guerre	130.30
la campagne	die Landschaft	words	A1	noun	f	Allgemein	campagne	129.93
réveiller	wecken	words	A1	verb		Allgemein	réveiller	129.70
le bois	das Holz	words	A1	noun	m	Allgemein	bois	129.27
l'écrivain	der Schriftsteller	words	A1	noun	m	Allgemein	écrivain	129.25
le mètre	der Meter	words	A1	noun	m	Allgemein	mètre	128.93
construire	bauen	words	A1	verb		Allgemein	construire	128.66
considérer	betrachten	words	A1	verb		Allgemein	considérer	128.59
souhaiter	wünschen	words	A1	verb		Allgemein	souhaiter	128.25
habiller	anziehen	words	A1	verb		Allgemein	habiller	127.97
le théâtre	das Theater	words	A1	noun	m	Allgemein	théâtre	127.66
le personnage	die Figur	words	A1	noun	m	Allgemein	personnage	127.35
l'appartement	die Wohnung	words	A1	noun	n	Allgemein	appartement	126.86
la qualité	die Qualität	words	A1	noun	f	Allgemein	qualité	126.55
terrible	schrecklich	words	A1	adjective		Allgemein	terrible	125.40
l'ordinateur	der Computer	words	A1	noun	m	Allgemein	ordinateur	125.10
mondial	weltweit	words	A1	adjective		Allgemein	mondial	124.84
la course	das Rennen	words	A1	noun	f	Allgemein	course	124.33
le programme	das Programm	words	A1	noun	m	Allgemein	programme	124.29
culturel	kulturell	words	A1	adjective		Allgemein	culturel	123.83
le cri	der Schrei	words	A1	noun	m	Allgemein	cri	123.76
rêver	träumen	words	A1	verb		Allgemein	rêver	123.44
l'été	der Sommer	words	A1	noun	m	Allgemein	été	123.42
le passage	der Durchgang	words	A1	noun	m	Allgemein	passage	123.33
la réponse	die Antwort	words	A1	noun	f	Allgemein	réponse	123.32
l'élève	der Schüler	words	A1	noun	m	Allgemein	élève	123.19
la population	die Bevölkerung	words	A1	noun	f	Allgemein	population	123.17
espérer	hoffen	words	A1	verb		Allgemein	espérer	123.08
juillet	Juli	words	A1	noun		Allgemein	juillet	122.78
magnifique	wunderschön	words	A1	adjective		Allgemein	magnifique	122.64
l'espace	der Raum	words	A1	noun	m	Allgemein	espace	122.22
la forêt	der Wald	words	A1	noun	f	Allgemein	forêt	122.19
le sac	die Tasche	words	A1	noun	m	Allgemein	sac	122.09
tranquille	ruhig	words	A1	adjective		Allgemein	tranquille	121.06
le directeur	der Direktor	words	A1	noun	m	Allgemein	directeur	120.83
le premier	der Erste	words	A1	noun	m	Allgemein	premier	120.67
toucher	berühren	words	A1	verb		Allgemein	toucher	120.36
la visite	der Besuch	words	A1	noun	f	Allgemein	visite	120.02
scientifique	wissenschaftlich	words	A1	adjective		Allgemein	scientifique	119.42
imaginer	vorstellen	words	A1	verb		Allgemein	imaginer	119.04
réfléchir	nachdenken	words	A1	verb		Allgemein	réfléchir	118.39
le maître	der Lehrer	words	A1	noun	m	Allgemein	maître	118.14
humain	menschlich	words	A1	adjective		Allgemein	humain	117.53
interroger	befragen	words	A1	verb		Allgemein	interroger	117.31
dimanche	Sonntag	words	A1	noun		Allgemein	dimanche	117.29
la colère	die Wut	words	A1	noun	f	Allgemein	colère	117.23
le rôle	die Rolle	words	A1	noun	m	Allgemein	rôle	117.22
là-bas	dort drüben	words	A1	adverb		Allgemein	là-bas	117.03
le type	der Typ	words	A1	noun	m	Allgemein	type	117.00
l'aide	die Hilfe	words	A1	noun	f	Allgemein	aide	116.56
situer	situieren	words	A1	verb		Allgemein	situer	116.56
l'intérieur	das Innere	words	A1	noun	n	Allgemein	intérieur	115.24
l'avis	die Meinung	words	A1	noun	m	Allgemein	avis	115.06
la prison	das Gefängnis	words	A1	noun	f	Allgemein	prison	114.52
combien	wie viel	words	A1	adverb		Allgemein	combien	114.08
promener	spazieren	words	A1	verb		Allgemein	promener	114.04
l'oreille	das Ohr	words	A1	noun	f	Allgemein	oreille	113.71
essayer	versuchen	words	A1	verb		Allgemein	essayer	113.56
tôt	früh	words	A1	adverb		Allgemein	tôt	113.54
véritable	echt	words	A1	adjective		Allgemein	véritable	113.18
chaud	warm	words	A1	adjective		Allgemein	chaud	112.93
posséder	besitzen	words	A1	verb		Allgemein	posséder	112.89
l'université	die Universität	words	A1	noun	f	Allgemein	université	112.87
vert	grün	words	A1	adjective		Allgemein	vert	112.80
produire	produzieren	words	A1	verb		Allgemein	produire	112.42
clair	klar	words	A1	adjective		Allgemein	clair	112.34
soudain	plötzlich	words	A1	adverb		Allgemein	soudain	111.76
se souvenir	sich erinnern	words	A1	verb		Allgemein	souvenir	111.68
la lumière	das Licht	words	A1	noun	f	Allgemein	lumière	111.52
ressembler	ähneln	words	A1	verb		Allgemein	ressembler	111.15
le journal	die Zeitung	words	A1	noun	m	Allgemein	journal	110.47
étudier	studieren	words	A1	verb		Allgemein	étudier	110.38
le plan	der Plan	words	A1	noun	m	Allgemein	plan	109.64
bas	niedrig	words	A1	adjective		Allgemein	bas	109.46
mai	Mai	words	A1	noun		Allgemein	mai	109.20
l'étudiant	der Student	words	A1	noun	m	Allgemein	étudiant	108.93
embrasser	umarmen	words	A1	verb		Allgemein	embrasser	108.92
la culture	die Kultur	words	A1	noun	f	Allgemein	culture	108.88
le voisin	der Nachbar	words	A1	noun	m	Allgemein	voisin	108.45
cher	teuer	words	A1	adverb		Allgemein	cher	107.57
particulier	besonders	words	A1	adjective		Allgemein	particulier	107.46
le magasin	der Laden	words	A1	noun	m	Allgemein	magasin	107.42
le ciel	der Himmel	words	A1	noun	m	Allgemein	ciel	107.25
le conseil	der Rat	words	A1	noun	m	Allgemein	conseil	107.17
responsable	verantwortlich	words	A1	adjective		Allgemein	responsable	106.94
la vérité	die Wahrheit	words	A1	noun	f	Allgemein	vérité	106.93
prochain	nächster	words	A1	adjective		Allgemein	prochain	106.80
le repas	die Mahlzeit	words	A1	noun	n	Allgemein	repas	106.76
chanter	singen	words	A1	verb		Allgemein	chanter	106.03
le métier	der Beruf	words	A1	noun	m	Allgemein	métier	105.89
principal	haupt-	words	A1	adjective		Allgemein	principal	105.03
facile	einfach	words	A1	adjective		Allgemein	facile	104.59
le bonheur	das Glück	words	A1	noun	m	Allgemein	bonheur	104.41
annoncer	ankündigen	words	A1	verb		Allgemein	annoncer	104.03
gentil	freundlich	words	A1	adjective		Allgemein	gentil	103.80
le rêve	der Traum	words	A1	noun	m	Allgemein	rêve	103.56
le goût	der Geschmack	words	A1	noun	m	Allgemein	goût	103.45
le poste	der Posten	words	A1	noun	m	Allgemein	poste	103.28
le départ	der Abflug	words	A1	noun	m	Allgemein	départ	103.27
local	lokal	words	A1	adjective		Allgemein	local	102.95
le couple	das Paar	words	A1	noun	m	Allgemein	couple	102.87
l'aventure	das Abenteuer	words	A1	noun	f	Allgemein	aventure	102.49
la matière	das Material	words	A1	noun	f	Allgemein	matière	101.89
le domaine	das Gebiet	words	A1	noun	m	Allgemein	domaine	101.77
voler	stehlen	words	A1	verb		Allgemein	voler	100.88
ma maman	meine Mama	words	A1	noun	f	Allgemein	maman	100.45
publier	veröffentlichen	words	A1	verb		Allgemein	publier	99.92
le chat	die Katze	words	A1	noun	m	Allgemein	chat	99.67
le texte	der Text	words	A1	noun	m	Allgemein	texte	99.26
tromper	betrügen	words	A1	verb		Allgemein	tromper	99.06
le coin	die Ecke	words	A1	noun	m	Allgemein	coin	98.85
l'exposition	die Ausstellung	words	A1	noun	f	Allgemein	exposition	98.37
septembre	September	words	A1	noun		Allgemein	septembre	98.37
le vent	der Wind	words	A1	noun	m	Allgemein	vent	97.92
la réalité	die Realität	words	A1	noun	f	Allgemein	réalité	97.88
la science	die Wissenschaft	words	A1	noun	f	Allgemein	science	97.80
promettre	versprechen	words	A1	verb		Allgemein	promettre	96.98
la nature	die Natur	words	A1	noun	f	Allgemein	nature	96.88
la cour	der Hof	words	A1	noun	f	Allgemein	cour	96.67
la vue	die Sicht	words	A1	noun	f	Allgemein	vue	96.58
répéter	wiederholen	words	A1	verb		Allgemein	répéter	96.20
la marche	der Gang	words	A1	noun	f	Allgemein	marche	96.04
le collège	die Schule	words	A1	noun	m	Allgemein	collège	95.96
le sud	der Süden	words	A1	noun	m	Allgemein	sud	95.79
juin	Juni	words	A1	noun		Allgemein	juin	95.65
amuser	amüsieren	words	A1	verb		Allgemein	amuser	95.21
janvier	der Januar	words	A1	noun	m	Allgemein	janvier	95.14
l'étage	das Stockwerk	words	A1	noun	n	Allgemein	étage	95.07
la soirée	der Abend	words	A1	noun	f	Allgemein	soirée	94.91
court	kurz	words	A1	adjective		Allgemein	court	94.85
aussitôt	sofort	words	A1	adverb		Allgemein	aussitôt	94.67
l'hiver	der Winter	words	A1	noun	m	Allgemein	hiver	94.45
la pierre	der Stein	words	A1	noun	f	Allgemein	pierre	93.80
octobre	der Oktober	words	A1	noun	m	Allgemein	octobre	93.68
la compagnie	die Gesellschaft	words	A1	noun	f	Allgemein	compagnie	93.65
portable	tragbar	words	A1	adjective		Allgemein	portable	93.55
le rendez-vous	der Termin	words	A1	noun	m	Allgemein	rendez-vous	93.25
scolaire	schulisch	words	A1	adjective		Allgemein	scolaire	93.24
l'oiseau	der Vogel	words	A1	noun	m	Allgemein	oiseau	92.72
interdire	verbieten	words	A1	verb		Allgemein	interdire	92.05
l'île	die Insel	words	A1	noun	f	Allgemein	île	91.94
le parc	der Park	words	A1	noun	m	Allgemein	parc	91.84
dangereux	gefährlich	words	A1	adjective		Allgemein	dangereux	91.28
tellement	so sehr	words	A1	adverb		Allgemein	tellement	91.22
la dame	die Dame	words	A1	noun	f	Allgemein	dame	90.68
le reste	der Rest	words	A1	noun	m	Allgemein	reste	90.58
amoureux	verliebt	words	A1	adjective		Allgemein	amoureux	90.43
le silence	die Stille	words	A1	noun	m	Allgemein	silence	89.95
le dos	der Rücken	words	A1	noun	m	Allgemein	dos	89.62
former	formen	words	A1	verb		Allgemein	former	89.43
calme	ruhig	words	A1	adjective		Allgemein	calme	88.84
emmener	mitnehmen	words	A1	verb		Allgemein	emmener	88.80
gauche	links	words	A1	adjective		Allgemein	gauche	88.74
la génération	die Generation	words	A1	noun	f	Allgemein	génération	88.48
observer	beobachten	words	A1	verb		Allgemein	observer	88.27
le séjour	der Aufenthalt	words	A1	noun	m	Allgemein	séjour	87.74
février	der Februar	words	A1	noun	m	Allgemein	février	87.69
la fonction	die Funktion	words	A1	noun	f	Allgemein	fonction	87.49
téléphoner	telefonieren	words	A1	verb		Allgemein	téléphoner	87.44
l'ouvrier	der Arbeiter	words	A1	noun	m	Allgemein	ouvrier	87.38
diriger	leiten	words	A1	verb		Allgemein	diriger	87.03
finalement	schließlich	words	A1	adverb		Allgemein	finalement	86.72
voyager	reisen	words	A1	verb		Allgemein	voyager	86.55
le nord	der Norden	words	A1	noun	m	Allgemein	nord	86.08
participer	teilnehmen	words	A1	verb		Allgemein	participer	86.08
couper	schneiden	words	A1	verb		Allgemein	couper	85.73
le morceau	das Stück	words	A1	noun	n	Allgemein	morceau	85.21
le commerce	der Handel	words	A1	noun	m	Allgemein	commerce	85.00
le copain	der Freund	words	A1	noun	m	Allgemein	copain	84.77
reposer	ausruhen	words	A1	verb		Allgemein	reposer	84.76
le pain	das Brot	words	A1	noun	n	Allgemein	pain	84.62
profiter	profitieren	words	A1	verb		Allgemein	profiter	84.58
surprendre	überraschen	words	A1	verb		Allgemein	surprendre	84.58
le vélo	das Fahrrad	words	A1	noun	n	Allgemein	vélo	84.51
le bain	das Bad	words	A1	noun	n	Allgemein	bain	84.36
remarquer	bemerken	words	A1	verb		Allgemein	remarquer	84.25
le passé	die Vergangenheit	words	A1	noun	m	Allgemein	passé	84.00
la boîte	die Box	words	A1	noun	f	Allgemein	boîte	83.94
grave	ernst	words	A1	adjective		Allgemein	grave	83.78
la chanson	das Lied	words	A1	noun	f	Allgemein	chanson	83.75
large	breit	words	A1	adjective		Allgemein	large	83.49
midi	der Mittag	words	A1	noun	m	Allgemein	midi	83.42
la rencontre	das Treffen	words	A1	noun	f	Allgemein	rencontre	83.30
fatiguer	ermüden	words	A1	verb		Allgemein	fatiguer	83.17
réserver	reservieren	words	A1	verb		Allgemein	réserver	82.82
le papa	der Papa	words	A1	noun	m	Allgemein	papa	82.69
le numéro	die Nummer	words	A1	noun	m	Allgemein	numéro	82.58
l'église	die Kirche	words	A1	noun	f	Allgemein	église	82.36
mademoiselle	das Fräulein	words	A1	noun		Allgemein	mademoiselle	82.10
l'écran	der Bildschirm	words	A1	noun	m	Allgemein	écran	81.94
protéger	schützen	words	A1	verb		Allgemein	protéger	81.84
le fruit	die Frucht	words	A1	noun	m	Allgemein	fruit	81.46
la gare	der Bahnhof	words	A1	noun	f	Allgemein	gare	81.08
couvrir	decken	words	A1	verb		Allgemein	couvrir	80.42
énorme	enorm	words	A1	adjective		Allgemein	énorme	80.17
la connaissance	das Wissen	words	A1	noun	f	Allgemein	connaissance	79.96
la communication	die Kommunikation	words	A1	noun	f	Allgemein	communication	79.78
est	ist	words	A1	noun		Allgemein	est	79.27
la solution	die Lösung	words	A1	noun	f	Allgemein	solution	79.11
terminer	beenden	words	A1	verb		Allgemein	terminer	79.10
remercier	danken	words	A1	verb		Allgemein	remercier	78.87
immédiatement	sofort	words	A1	adverb		Allgemein	immédiatement	78.70
doux	sanft	words	A1	adjective		Allgemein	doux	78.68
normal	normal	words	A1	adjective		Allgemein	normal	77.90
dur	hart	words	A1	adjective		Allgemein	dur	77.86
samedi	der Samstag	words	A1	noun	m	Allgemein	samedi	77.72
l'écoute	das Zuhören	words	A1	noun	f	Allgemein	écoute	77.32
noter	notieren	words	A1	verb		Allgemein	noter	77.25
durer	dauern	words	A1	verb		Allgemein	durer	77.16
la zone	die Zone	words	A1	noun	f	Allgemein	zone	76.77
marquer	markieren	words	A1	verb		Allgemein	marquer	76.72
la découverte	die Entdeckung	words	A1	noun	f	Allgemein	découverte	76.46
l'environnement	die Umwelt	words	A1	noun	m	Allgemein	environnement	76.45
l'organisation	die Organisation	words	A1	noun	f	Allgemein	organisation	76.01
le couloir	der Flur	words	A1	noun	m	Allgemein	couloir	75.76
le kilomètre	der Kilometer	words	A1	noun	m	Allgemein	kilomètre	75.34
rapide	schnell	words	A1	adjective		Allgemein	rapide	75.28
l'identité	die Identität	words	A1	noun	f	Allgemein	identité	75.24
commun	gemeinsam	words	A1	adjective		Allgemein	commun	74.72
neuf	neu	words	A1	adjective		Allgemein	neuf	74.64
sérieux	ernst	words	A1	adjective		Allgemein	sérieux	74.62
prier	beten	words	A1	verb		Allgemein	prier	74.39
intéressant	interessant	words	A1	adjective		Allgemein	intéressant	74.32
prévoir	vorhersehen	words	A1	verb		Allgemein	prévoir	74.29
extraordinaire	außergewöhnlich	words	A1	adjective		Allgemein	extraordinaire	74.13
moderne	modern	words	A1	adjective		Allgemein	moderne	73.78
lundi	der Montag	words	A1	noun	m	Allgemein	lundi	73.72
fumer	rauchen	words	A1	verb		Allgemein	fumer	73.55
réunir	versammeln	words	A1	verb		Allgemein	réunir	73.50
le salon	das Wohnzimmer	words	A1	noun	m	Allgemein	salon	73.39
remplacer	ersetzen	words	A1	verb		Allgemein	remplacer	73.37
dîner	zu Abend essen	words	A1	verb		Allgemein	dîner	73.28
la différence	der Unterschied	words	A1	noun	f	Allgemein	différence	73.13
le bateau	das Boot	words	A1	noun	m	Allgemein	bateau	73.10
le pont	die Brücke	words	A1	noun	m	Allgemein	pont	72.94
fou	verrückt	words	A1	adjective		Allgemein	fou	72.90
le poisson	der Fisch	words	A1	noun	m	Allgemein	poisson	72.86
composer	komponieren	words	A1	verb		Allgemein	composer	72.62
intelligent	intelligent	words	A1	adjective		Allgemein	intelligent	72.48
le déjeuner	das Mittagessen	words	A1	noun	m	Allgemein	déjeuner	72.47
le paysage	die Landschaft	words	A1	noun	m	Allgemein	paysage	72.44
pratiquer	üben	words	A1	verb		Allgemein	pratiquer	72.35
danser	tanzen	words	A1	verb		Allgemein	danser	72.25
le week-end	das Wochenende	words	A1	noun	n	Allgemein	week-end	72.01
saluer	grüßen	words	A1	verb		Allgemein	saluer	71.87
l'appareil	das Gerät	words	A1	noun	n	Allgemein	appareil	71.86
malade	krank	words	A1	adjective		Allgemein	malade	71.70
l'accident	der Unfall	words	A1	noun	m	Allgemein	accident	71.50
le parfum	das Parfüm	words	A1	noun	m	Allgemein	parfum	71.49
remonter	wieder hochgehen	words	A1	verb		Allgemein	remonter	71.36
rapidement	schnell	words	A1	adverb		Allgemein	rapidement	71.29
la lecture	das Lesen	words	A1	noun	f	Allgemein	lecture	71.15
lentement	langsam	words	A1	adverb		Allgemein	lentement	71.08
