verb_fr	verb_de	noun_fr	noun_de
bercer	wiegen	l'enfant	das Kind
bercer	wiegen	le bébé	das Baby
bercer	wiegen	le rêve	der Traum
biaiser	verzerren	l'information	die Information
biaiser	verzerren	l'opinion	die Meinung
biaiser	verzerren	la perception	die Wahrnehmung
bichonner	verwöhnen	l'animal	das Tier
bichonner	verwöhnen	l'enfant	das Kind
bichonner	verwöhnen	l'objet	der Gegenstand
bienvenir	willkommen heißen	l'invité	der Gast
bienvenir	willkommen heißen	le visiteur	der Besucher
blanchir	bleichen	le linge	die Wäsche
blanchir	bleichen	le papier	das Papier
blaser	langweilen	l'activité	die Aktivität
blaser	langweilen	la conversation	das Gespräch
blaser	langweilen	le spectacle	das Schauspiel
blesser	verletzen	la main	die Hand
blesser	verletzen	la personne	die Person
blinder	blenden	l'écran	der Bildschirm
blinder	blenden	la fenêtre	das Fenster
blinder	blenden	la voiture	das Auto
bloquer	blockieren	l'accès	der Zugang
bloquer	blockieren	la route	die Straße
bloquer	blockieren	le système	das System
boire	trinken	l'eau	das Wasser
boire	trinken	le jus	der Saft
boire	trinken	le vin	der Wein
boiser	holzern	la maison	das Haus
boiser	holzern	le meuble	das Möbel
boiser	holzern	le plancher	der Boden
bombarder	bombardieren	la cible	das Ziel
bombarder	bombardieren	la ville	die Stadt
bombarder	bombardieren	la zone	die Zone
bondir	springen	l'enfant	das Kind
bondir	springen	le chat	die Katze
border	begrenzen	la route	die Straße
border	begrenzen	le jardin	der Garten
border	begrenzen	le territoire	das Gebiet
borner	begrenzen	l'espace	der Raum
borner	begrenzen	le territoire	das Gebiet
borner	begrenzen	temps	die Zeit
bosser	arbeiten	l'équipe	die Mannschaft
bosser	arbeiten	la tâche	die Aufgabe
bosser	arbeiten	le projet	das Projekt
boucher	zerlegen	la viande	das Fleisch
boucher	zerlegen	le plat	das Gericht
boucher	zerlegen	le poisson	der Fisch
boucler	abschließen	la ceinture	der Gürtel
boucler	abschließen	le projet	das Projekt
boucler	abschließen	le sac	die Tasche
bouder	schmollen	l'enfant	das Kind
bouder	schmollen	la personne	die Person
bouder	schmollen	la situation	die Situation
bouffer	essen	la nourriture	die Nahrung
bouffer	essen	la viande	das Fleisch
bouger	bewegen	l'objet	der Gegenstand
bouger	bewegen	la main	die Hand
bouger	bewegen	le corps	der Körper
bougonner	murren	la personne	die Person
bougonner	murren	la situation	die Situation
bougonner	murren	le commentaire	der Kommentar
bouillir	kochen	l'eau	das Wasser
bouillir	kochen	la soupe	die Suppe
bouillir	kochen	le légume	das Gemüse
bouler	rollen	la balle	der Ball
bouler	rollen	la pierre	der Stein
bouler	rollen	la roue	das Rad
bouleverser	umwälzen	la situation	die Situation
bouleverser	umwälzen	la vie	das Leben
bouleverser	umwälzen	le monde	die Welt
boulonner	verschrauben	l'assemblage	die Zusammenstellung
boulonner	verschrauben	la pièce	das Stück
boulonner	verschrauben	le métal	das Metall
bouquiner	lesen	le livre	das Buch
bouquiner	lesen	le magazine	das Magazin
bouquiner	lesen	le roman	der Roman
bourdonner	summen	l'insecte	das Insekt
bourdonner	summen	la musique	die Musik
bourdonner	summen	le bruit	der Lärm
bourrer	stopfen	le sac	die Tasche
bourrer	stopfen	le vêtement	das Kleidungsstück
bousculer	stoßen	l'objet	der Gegenstand
bousculer	stoßen	la personne	die Person
bousculer	stoßen	la situation	die Situation
bouter	stoßen	l'objet	der Gegenstand
bouter	stoßen	la barrière	die Barriere
bouter	stoßen	la personne	die Person
brailler	schreien	l'animal	das Tier
brailler	schreien	l'enfant	das Kind
brailler	schreien	la voix	die Stimme
braiser	schmoren	la viande	das Fleisch
braiser	schmoren	le légume	das Gemüse
braiser	schmoren	le plat	das Gericht
brancher	anschließen	l'appareil	das Gerät
brancher	anschließen	l'ordinateur	der Computer
brancher	anschließen	le câble	das Kabel
brandonner	brandmarken	l'acte	der Akt
brandonner	brandmarken	la personne	die Person
brandonner	brandmarken	la situation	die Situation
braquer	zielen	l'arme	die Waffe
braquer	zielen	l'objectif	das Ziel
braquer	zielen	la cible	das Ziel
brasser	brauen	la bière	die Bier
braver	trotzen	l'obstacle	das Hindernis
braver	trotzen	la tempête	der Sturm
braver	trotzen	le danger	die Gefahr
bricoler	basteln	l'objet	der Gegenstand
bricoler	basteln	le jouet	das Spielzeug
bricoler	basteln	le meuble	das Möbel
brider	zügeln	la conduite	das Verhalten
brider	zügeln	la monture	die Fassung
brider	zügeln	le cheval	das Pferd
briller	leuchten	l'étoile	der Stern
briller	leuchten	la lumière	das Licht
briller	leuchten	le diamant	der Diamant
briser	brechen	l'objet	der Gegenstand
briser	brechen	la règle	die Regel
briser	brechen	le silence	die Stille
broder	sticken	le dessin	die Zeichnung
broder	sticken	le motif	das Motiv
broder	sticken	le tissu	der Stoff
bronzer	bräunen	la peau	die Haut
bronzer	bräunen	le corps	der Körper
bronzer	bräunen	le visage	das Gesicht
brouiller	verwirren	l'idée	die Idee
brouiller	verwirren	la situation	die Situation
brouiller	verwirren	le message	die Nachricht
broyer	zerkleinern	l'os	der Knochen
broyer	zerkleinern	la nourriture	die Nahrung
broyer	zerkleinern	le grain	das Korn
bruir	rauschen	l'eau	das Wasser
bruir	rauschen	le vent	der Wind
bruire	rauschen	l'eau	das Wasser
bruire	rauschen	le bruit	der Lärm
bruire	rauschen	le vent	der Wind
brûler	brennen	le bois	das Holz
brûler	brennen	le feu	das Feuer
brûler	brennen	le papier	das Papier
bullir	brodeln	l'eau	das Wasser
bullir	brodeln	la soupe	die Suppe
bullir	brodeln	le mélange	die Mischung
buter	stoßen	l'objet	der Gegenstand
buter	stoßen	la barrière	die Barriere
buter	stoßen	le mur	die Wand
butiner	sammeln	le nectar	der Nektar
butiner	sammeln	le pollen	der Pollen
butter	buttern	la crêpe	der Crêpe
butter	buttern	le pain	das Brot
butter	buttern	le toast	der Toast
bâcler	schlampig machen	la tâche	die Aufgabe
bâcler	schlampig machen	le projet	das Projekt
bâcler	schlampig machen	le travail	die Arbeit
bâiller	gähnen	l'ennui	die Langeweile
bâiller	gähnen	la fatigue	die Müdigkeit
bâiller	gähnen	le sommeil	der Schlaf
bâtir	bauen	l'école	die Schule
bâtir	bauen	la maison	das Haus
bâtir	bauen	le pont	die Brücke
bénéficier	profitieren	l'aide	die Hilfe
bénéficier	profitieren	le service	der Dienst
bénéficier	profitieren	le soutien	die Unterstützung
cabrer	aufbocken	la bicyclette	das Fahrrad
cabrer	aufbocken	la moto	das Motorrad
cabrer	aufbocken	le véhicule	das Fahrzeug
cacher	verstecken	l'objet	der Gegenstand
cacher	verstecken	le lieu	der Ort
cacher	verstecken	le secret	das Geheimnis
cacheter	versiegeln	l'enveloppe	der Umschlag
cacheter	versiegeln	la lettre	der Brief
cacheter	versiegeln	le document	das Dokument
cadenasser	abschließen	la porte	die Tür
cadenasser	abschließen	le coffre	die Truhe
cadenasser	abschließen	le vélo	das Fahrrad
cadencer	takten	la musique	die Musik
cadencer	takten	le chant	der Gesang
cadencer	takten	le rythme	der Rhythmus
cadrer	rahmen	la photo	das Foto
cadrer	rahmen	le dessin	die Zeichnung
cadrer	rahmen	le tableau	die Tafel
calamistrer	locken	la mèche	der Docht
calamistrer	locken	le style	der Stil
calciner	veraschen	le matériau	das Material
calculer	berechnen	le coût	die Kosten
calculer	berechnen	le nombre	die Zahl
calculer	berechnen	temps	die Zeit
caler	stützen	l'objet	der Gegenstand
caler	stützen	la voiture	das Auto
caler	stützen	le plan	der Plan
calfater	abdichten	la fissure	der Riss
calfater	abdichten	le bateau	das Boot
calfater	abdichten	le joint	das Gelenk
calmer	beruhigen	l'angoisse	die Angst
calmer	beruhigen	l'enfant	das Kind
calmer	beruhigen	la situation	die Situation
cambrer	krümmen	l'objet	der Gegenstand
cambrer	krümmen	la structure	die Struktur
cambrer	krümmen	le corps	der Körper
camoufler	verstecken	l'objet	der Gegenstand
camoufler	verstecken	la personne	die Person
camoufler	verstecken	le véhicule	das Fahrzeug
camper	campen	la nature	die Natur
camper	campen	la tente	das Zelt
camper	campen	le site	die Seite
cantonner	einquartieren	la troupe	die Truppe
cantonner	einquartieren	le quartier	das Viertel
cantonner	einquartieren	le soldat	der Soldat
capituler	kapitulieren	l'armée	die Armee
capituler	kapitulieren	l'ennemi	der Feind
capituler	kapitulieren	la guerre	der Krieg
capter	einfangen	l'attention	die Aufmerksamkeit
capter	einfangen	l'image	das Bild
capter	einfangen	le signal	das Signal
capturer	fangen	l'animal	das Tier
capturer	fangen	l'image	das Bild
capturer	fangen	un voleur	der Dieb
caracoler	schaukeln	la personne	die Person
caracoler	schaukeln	le cheval	das Pferd
caracoler	schaukeln	le véhicule	das Fahrzeug
caractériser	charakterisieren	la personnalité	die Persönlichkeit
caractériser	charakterisieren	le comportement	das Verhalten
caractériser	charakterisieren	le style	der Stil
carburer	laufen	la machine	die Maschine
carburer	laufen	la voiture	das Auto
carburer	laufen	le moteur	der Motor
caresser	streicheln	le chat	die Katze
caresser	streicheln	le chien	der Hund
caresser	streicheln	le visage	das Gesicht
carreler	fliesen	la pièce	das Stück
carreler	fliesen	le mur	die Wand
carreler	fliesen	le sol	der Boden
carrer	karrieren	la carrière	die Karriere
carrer	karrieren	la situation	die Situation
carrer	karrieren	le chemin	der Weg
cartographier	kartografieren	la carte	die Karte
cartographier	kartografieren	la zone	die Zone
cartographier	kartografieren	le territoire	das Gebiet
cartonner	verpacken	le cadeau	das Geschenk
cartonner	verpacken	le colis	das Paket
cartonner	verpacken	le produit	das Produkt
casser	brechen	l'objet	der Gegenstand
casser	brechen	le jouet	das Spielzeug
casser	brechen	le verre	das Glas
cataloguer	katalogisieren	l'objet	der Gegenstand
cataloguer	katalogisieren	le document	das Dokument
cataloguer	katalogisieren	le livre	das Buch
causer	reden	la discussion	die Diskussion
causer	reden	la situation	die Situation
causer	reden	le problème	das Problem
ceinturer	umgürten	l'objet	der Gegenstand
ceinturer	umgürten	la taille	die Größe
ceinturer	umgürten	le vêtement	das Kleidungsstück
celer	verbergen	l'information	die Information
celer	verbergen	la vérité	die Wahrheit
celer	verbergen	le secret	das Geheimnis
centrer	zentrieren	l'attention	die Aufmerksamkeit
centrer	zentrieren	le sujet	das Thema
cercler	umkreisen	l'objet	der Gegenstand
cercler	umkreisen	la zone	die Zone
cercler	umkreisen	le texte	der Text
cerner	umreißen	l'idée	die Idee
cerner	umreißen	le problème	das Problem
cerner	umreißen	le sujet	das Thema
certifier	zertifizieren	le document	das Dokument
certifier	zertifizieren	le produit	das Produkt
certifier	zertifizieren	le service	der Dienst
cesser	aufhören	l'activité	die Aktivität
cesser	aufhören	le conflit	der Konflikt
cesser	aufhören	le travail	die Arbeit
chambouler	umwerfen	l'ordre	die Ordnung
chambouler	umwerfen	la situation	die Situation
chambouler	umwerfen	le plan	der Plan
chambrer	temperieren	la boisson	das Getränk
chambrer	temperieren	la nourriture	die Nahrung
chambrer	temperieren	le vin	der Wein
changer	ändern	d'idée	die Idee
changer	ändern	la situation	die Situation
changer	ändern	de vêtement	das Kleidungsstück
chanter	singen	la chanson	das Lied
chanter	singen	le texte	der Text
chantonner	summen	l'air	die Luft
chantonner	summen	la chanson	das Lied
chantonner	summen	la mélodie	die Melodie
chaparder	stehlen	l'argent	das Geld
chaparder	stehlen	l'objet	der Gegenstand
chaparder	stehlen	la nourriture	die Nahrung
chapeauter	überwachen	l'activité	die Aktivität
chapeauter	überwachen	l'équipe	die Mannschaft
chapeauter	überwachen	le projet	das Projekt
charger	laden	la batterie	die Batterie
charger	laden	la valise	der Koffer
charger	laden	le camion	der Lastwagen
charrier	tragen	l'objet	der Gegenstand
charrier	tragen	la marchandise	die Ware
chasser	jagen	l'animal	das Tier
chasser	jagen	la chasse	die Jagd
chasser	jagen	la proie	die Beute
chauffer	heizen	l'eau	das Wasser
chauffer	heizen	la maison	das Haus
chauffer	heizen	la nourriture	die Nahrung
chausser	anziehen	les bottes	die Stiefel
chavirer	kippen	le bateau	das Boot
chavirer	kippen	le vaisseau	das Gefäß
chavirer	kippen	le verre	das Glas
chercher	suchen	l'objet	der Gegenstand
chercher	suchen	la réponse	die Antwort
chercher	suchen	la solution	die Lösung
chevaucher	reiten	le cheval	das Pferd
chiffrer	verschlüsseln	l'information	die Information
chiffrer	verschlüsseln	le message	die Nachricht
chiner	stöbern	l'objet	der Gegenstand
chiner	stöbern	le meuble	das Möbel
chiner	stöbern	le vêtement	das Kleidungsstück
chiper	stehlen	l'argent	das Geld
chiper	stehlen	l'objet	der Gegenstand
choisir	wählen	l'option	die Option
choisir	wählen	le repas	die Mahlzeit
choisir	wählen	le vêtement	das Kleidungsstück
choquer	schockieren	l'audience	die Zuhörerschaft
choquer	schockieren	le public	das Publikum
choquer	schockieren	le spectateur	der Zuschauer
choyer	verwöhnen	l'animal	das Tier
choyer	verwöhnen	l'enfant	das Kind
choyer	verwöhnen	le partenaire	der Partner
chuchoter	flüstern	la phrase	der Satz
chuchoter	flüstern	le mot	das Wort
chuchoter	flüstern	le secret	das Geheimnis
chuter	fallen	l'objet	der Gegenstand
chuter	fallen	la personne	die Person
chuter	fallen	le prix	der Preis
châtier	bestrafen	l'enfant	das Kind
châtier	bestrafen	l'élève	der Schüler
châtier	bestrafen	le délinquant	der Straftäter
chérer	schätzen	l'objet	der Gegenstand
chérer	schätzen	la relation	die Beziehung
chérir	lieben	l'enfant	das Kind
chérir	lieben	la relation	die Beziehung
chômer	arbeitslos sein	l'emploi	die Anstellung
chômer	arbeitslos sein	le travail	die Arbeit
chômer	arbeitslos sein	temps	die Zeit
cibler	zielen	l'objectif	das Ziel
cibler	zielen	le marché	der Markt
cibler	zielen	le public	das Publikum
cicatriser	heilen	la blessure	die Verletzung
cicatriser	heilen	la peau	die Haut
cicatriser	heilen	la situation	die Situation
circonscrire	eingrenzen	la situation	die Situation
circonscrire	eingrenzen	la zone	die Zone
circonscrire	eingrenzen	le problème	das Problem
circonstancier	umstände	l'événement	das Ereignis
circonstancier	umstände	la situation	die Situation
circonstancier	umstände	le contexte	der Kontext
circuler	zirkulieren	l'information	die Information
circuler	zirkulieren	le flux	der Fluss
circuler	zirkulieren	le trafic	der Verkehr
cirer	wachsen	le meuble	das Möbel
cirer	wachsen	le sol	der Boden
ciseler	meißeln	la pierre	der Stein
ciseler	meißeln	le bois	das Holz
ciseler	meißeln	le métal	das Metall
citer	zitieren	l'auteur	der Autor
citer	zitieren	l'exemple	das Beispiel
citer	zitieren	la source	die Quelle
civiliser	zivilisieren	l'individu	das Individuum
civiliser	zivilisieren	la communauté	die Gemeinschaft
civiliser	zivilisieren	la société	die Gesellschaft
clamer	proklamieren	la vérité	die Wahrheit
clamer	proklamieren	le droit	das Recht
clamer	proklamieren	le message	die Nachricht
claquer	knallen	la main	die Hand
claquer	knallen	la porte	die Tür
claquer	knallen	le doigt	der Finger
clarifier	klären	l'explication	die Erklärung
clarifier	klären	la situation	die Situation
clarifier	klären	le problème	das Problem
cligner	blinzeln	l'œil	das Auge
cligner	blinzeln	la paupière	das Augenlid
climatiser	klimatisieren	la pièce	das Stück
climatiser	klimatisieren	la voiture	das Auto
climatiser	klimatisieren	le bureau	das Büro
cliquer	klicken	la souris	die Maus
cliquer	klicken	le bouton	der Knopf
cliquer	klicken	le lien	die Verbindung
cliver	spalten	l'idée	die Idee
cliver	spalten	l'opinion	die Meinung
cliver	spalten	le groupe	der Gruppe
cloisonner	abteilen	l'espace	der Raum
cloisonner	abteilen	la pièce	das Stück
cloisonner	abteilen	le bureau	das Büro
clore	schließen	la discussion	die Diskussion
clore	schließen	la réunion	das Treffen
clore	schließen	le dossier	die Akte
clouer	nageln	la plaque	das Schild
clouer	nageln	le bois	das Holz
clouer	nageln	le mur	die Wand
coaguler	gerinnen	le mélange	die Mischung
coaguler	gerinnen	le sang	das Blut
coder	codieren	l'application	die Anwendung
coder	codieren	le langage	die Sprache
coder	codieren	le programme	das Programm
cogner	hauen	l'objet	der Gegenstand
cogner	hauen	la main	die Hand
cogner	hauen	le mur	die Wand
cohabiter	zusammenleben	l'appartement	die Wohnung
cohabiter	zusammenleben	l'espace	der Raum
cohabiter	zusammenleben	la maison	das Haus
coiffer	frisieren	le client	der Kunde
coiffer	frisieren	le style	der Stil
coincer	klemmen	l'objet	der Gegenstand
coincer	klemmen	la porte	die Tür
coincer	klemmen	le doigt	der Finger
collaborer	zusammenarbeiten	l'équipe	die Mannschaft
