sentence_fr	sentence_de	blank_word	distractors	verb_fr	noun_fr
Je vérifie la température avant de sortir.	Ich prüfe die Temperatur, bevor ich rausgehe.	la	une,le,des	vérifie	la température
Je préfère le printemps à l'hiver.	Ich mag den Frühling lieber als den Winter.	le	un,la,du	préfère	le printemps
J'adore l'été et la chaleur.	Ich liebe den Sommer und die Hitze.	l'	le,la,un	adore	l'été
Je préfère l'automne au printemps.	Ich mag den Herbst lieber als den Frühling.	l'	le,la,un	préfère	l'automne
Je déteste l'hiver et le froid.	Ich hasse den Winter und die Kälte.	l'	le,la,un	déteste	l'hiver
Je traverse la forêt à vélo.	Ich durchquere den Wald mit dem Fahrrad.	la	une,le,des	traverse	la forêt
Je protège la nature autant que possible.	Ich schütze die Natur, so gut ich kann.	la	une,le,des	protège	la nature
Je masse le dos doucement.	Ich massiere vorsichtig den Rücken.	le	un,la,du	masse	le dos
Je calme la faim avec un fruit.	Ich stille den Hunger mit einer Frucht.	la	une,le,des	calme	la faim
Je calme la soif avec de l'eau.	Ich stille den Durst mit Wasser.	la	une,le,des	calme	la soif
Je regarde le menu du restaurant.	Ich schaue mir die Speisekarte des Restaurants an.	le	un,la,du	regarde	le menu
Je cuisine le poulet pour le repas.	Ich koche das Hähnchen fürs Essen.	le	un,la,du	cuisine	le poulet
Je cuis le riz vingt minutes.	Ich koche den Reis zwanzig Minuten.	le	un,la,du	cuis	le riz
Je cuis les pâtes al dente.	Ich koche die Nudeln al dente.	les	des,un,de	cuis	les pâtes
Je casse l'œuf dans le bol.	Ich schlage das Ei in die Schüssel auf.	l'	le,la,un	casse	l'œuf
Je mets le beurre sur le pain.	Ich streiche die Butter auf das Brot.	le	un,la,du	mets	le beurre
J'ajoute le sel dans la soupe.	Ich gebe das Salz in die Suppe.	le	un,la,du	ajoute	le sel
J'ajoute le poivre à la fin.	Ich gebe zum Schluss den Pfeffer dazu.	le	un,la,du	ajoute	le poivre
Je goûte la fraise avec plaisir.	Ich koste genüsslich die Erdbeere.	la	une,le,des	goûte	la fraise
J'épluche l'orange lentement.	Ich schäle langsam die Orange.	l'	le,la,un	épluche	l'orange
Je commande la pizza ce soir.	Ich bestelle heute Abend die Pizza.	la	une,le,des	commande	la pizza
Je mange le sandwich à midi.	Ich esse das Sandwich mittags.	le	un,la,du	mange	le sandwich
Je sers la boisson fraîche.	Ich serviere das Getränk kühl.	la	une,le,des	sers	la boisson
J'efface le tableau avant le cours.	Ich wische die Tafel vor dem Unterricht ab.	le	un,la,du	efface	le tableau
Je plie la feuille en deux.	Ich falte das Blatt in der Hälfte.	la	une,le,des	plie	la feuille
J'obtiens la note grâce à mes efforts.	Ich bekomme die Note dank meiner Anstrengung.	la	une,le,des	obtiens	la note
J'utilise la calculatrice pour l'examen.	Ich benutze den Taschenrechner für die Prüfung.	la	une,le,des	utilise	la calculatrice
Je consulte le dictionnaire souvent.	Ich schlage oft im Wörterbuch nach.	le	un,la,du	consulte	le dictionnaire
Je tourne la page rapidement.	Ich blättere schnell die Seite um.	la	une,le,des	tourne	la page
Je prépare la présentation avec soin.	Ich bereite die Präsentation sorgfältig vor.	la	une,le,des	prépare	la présentation
Je répète le mot plusieurs fois.	Ich wiederhole das Wort mehrmals.	le	un,la,du	répète	le mot
Je vérifie la traduction deux fois.	Ich überprüfe die Übersetzung zweimal.	la	une,le,des	vérifie	la traduction
Je révise la grammaire avant l'examen.	Ich wiederhole die Grammatik vor der Prüfung.	la	une,le,des	révise	la grammaire
Je commence l'entraînement à seize heures.	Ich beginne das Training um sechzehn Uhr.	l'	le,la,un	commence	l'entraînement
J'encourage le joueur pendant le match.	Ich feuere den Spieler während des Spiels an.	le	un,la,du	encourage	le joueur
J'attends le week-end avec impatience.	Ich freue mich schon auf das Wochenende.	le	un,la,du	attends	le week-end
Je recharge la tablette le soir.	Ich lade das Tablet abends auf.	la	une,le,des	recharge	la tablette
Je porte le casque pour écouter de la musique.	Ich trage den Kopfhörer, um Musik zu hören.	le	un,la,du	porte	le casque
Je note la date sur le calendrier.	Ich notiere das Datum im Kalender.	la	une,le,des	note	la date
Je consulte le calendrier chaque matin.	Ich schaue jeden Morgen in den Kalender.	le	un,la,du	consulte	le calendrier
Je regarde l'horloge de la gare.	Ich schaue auf die Bahnhofsuhr.	l'	le,la,un	regarde	l'horloge
Je fête l'anniversaire avec des amis.	Ich feiere den Geburtstag mit Freunden.	l'	le,la,un	fête	l'anniversaire
Je déteste le lundi un peu.	Ich mag den Montag nicht besonders.	le	un,la,du	déteste	le lundi
Je préfère le mardi au lundi.	Ich mag den Dienstag lieber als den Montag.	le	un,la,du	préfère	le mardi
J'attends le mercredi toute la semaine.	Ich freue mich die ganze Woche auf den Mittwoch.	le	un,la,du	attends	le mercredi
Je choisis le jeudi pour le rendez-vous.	Ich wähle den Donnerstag für den Termin.	le	un,la,du	choisis	le jeudi
J'adore le vendredi par-dessus tout.	Ich liebe den Freitag über alles.	le	un,la,du	adore	le vendredi
Je préfère le samedi au dimanche.	Ich mag den Samstag lieber als den Sonntag.	le	un,la,du	préfère	le samedi
Je déteste le dimanche un peu aussi.	Ich mag den Sonntag auch nicht besonders.	le	un,la,du	déteste	le dimanche
J'ouvre l'armoire pour ranger les vêtements.	Ich öffne den Schrank, um die Kleider zu verstauen.	l'	le,la,un	ouvre	l'armoire
Je range l'étagère avec soin.	Ich räume das Regal sorgfältig auf.	l'	le,la,un	range	l'étagère
Je nettoie le miroir de la salle de bains.	Ich putze den Badezimmerspiegel.	le	un,la,du	nettoie	le miroir
J'ouvre le frigo pour prendre le lait.	Ich öffne den Kühlschrank, um die Milch zu holen.	le	un,la,du	ouvre	le frigo
J'allume le four pour cuire le gâteau.	Ich schalte den Ofen an, um den Kuchen zu backen.	le	un,la,du	allume	le four
Je prends la douche avant de partir.	Ich dusche, bevor ich gehe.	la	une,le,des	prends	la douche
J'accroche la serviette au mur.	Ich hänge das Handtuch an die Wand.	la	une,le,des	accroche	la serviette
Je fais le ménage le samedi.	Ich mache samstags den Haushalt.	le	un,la,du	fais	le ménage
Je connais le voisinage assez bien.	Ich kenne die Nachbarschaft ziemlich gut.	le	un,la,du	connais	le voisinage
J'apprécie le caractère de mon ami.	Ich schätze den Charakter meines Freundes.	le	un,la,du	apprécie	le caractère
Je garde le sourire toute la journée.	Ich behalte den ganzen Tag mein Lächeln.	le	un,la,du	garde	le sourire
Je brosse les cheveux le matin.	Ich bürste morgens die Haare.	les	des,un,de	brosse	les cheveux
J'apprécie l'humour de Paul.	Ich schätze Pauls Humor.	l'	le,la,un	apprécie	l'humour
Je garde l'amitié depuis l'enfance.	Ich pflege die Freundschaft seit der Kindheit.	l'	le,la,un	garde	l'amitié
Je traverse la route rapidement.	Ich überquere schnell die Straße.	la	une,le,des	traverse	la route
J'achète le kilo de pommes.	Ich kaufe ein Kilo Äpfel.	le	un,la,du	achète	le kilo
J'achète le litre de lait.	Ich kaufe den Liter Milch.	le	un,la,du	achète	le litre
J'achète le mètre de tissu bleu.	Ich kaufe den Meter blauen Stoff.	le	un,la,du	achète	le mètre
J'éteins le réveil le matin.	Ich schalte morgens den Wecker aus.	le	un,la,du	éteins	le réveil
Je prends la pause à dix heures.	Ich mache um zehn Uhr Pause.	la	une,le,des	prends	la pause
Je change la routine ce mois-ci.	Ich ändere diesen Monat meine Routine.	la	une,le,des	change	la routine
Je raccourcis le trajet en prenant le bus.	Ich verkürze den Weg, indem ich den Bus nehme.	le	un,la,du	raccourcis	le trajet
Je commence la journée tôt aujourd'hui.	Ich beginne den Tag heute früh.	la	une,le,des	commence	la journée
J'organise la soirée pour son anniversaire.	Ich organisiere die Feier für seinen Geburtstag.	la	une,le,des	organise	la soirée
Je remplis le verre d'eau.	Ich fülle das Glas mit Wasser.	le	un,la,du	remplis	le verre
J'explique la raison de mon absence.	Ich erkläre den Grund meines Fehlens.	la	une,le,des	explique	la raison
Je cherche l'ombre en été.	Ich suche im Sommer den Schatten.	l'	le,la,un	cherche	l'ombre
Je garde le silence pendant l'examen.	Ich bewahre während der Prüfung Ruhe.	le	un,la,du	garde	le silence
Je prête le stylo à bille à ma camarade.	Ich leihe meiner Mitschülerin den Kugelschreiber.	le	un,la,du	prête	le stylo à bille
Je cherche le crayon de couleur rouge.	Ich suche den roten Buntstift.	le	un,la,du	cherche	le crayon de couleur
J'utilise le taille-crayon neuf.	Ich benutze den neuen Anspitzer.	le	un,la,du	utilise	le taille-crayon
J'endors le bébé doucement.	Ich bringe das Baby sanft zum Einschlafen.	le	un,la,du	endors	le bébé
Je prépare le repas de famille pour ce soir.	Ich bereite das Familienessen für heute Abend vor.	le	un,la,du	prépare	le repas de famille
Je présente le meilleur ami à mes parents.	Ich stelle meinen besten Freund meinen Eltern vor.	le	un,la,du	présente	le meilleur ami
J'appelle la meilleure amie chaque soir.	Ich rufe jeden Abend meine beste Freundin an.	la	une,le,des	appelle	la meilleure amie
Je traverse le couloir en courant.	Ich laufe durch den Flur.	le	un,la,du	traverse	le couloir
Je décore la salle à manger pour la fête.	Ich schmücke das Esszimmer für die Feier.	la	une,le,des	décore	la salle à manger
Je coupe le morceau de pain en deux.	Ich schneide das Stück Brot in zwei Teile.	le	un,la,du	coupe	le morceau de pain
J'ajoute le miel dans le thé.	Ich gebe den Honig in den Tee.	le	un,la,du	ajoute	le miel
Je tranche le jambon finement.	Ich schneide den Schinken dünn.	le	un,la,du	tranche	le jambon
Je lave le raisin avant de le servir.	Ich wasche die Weintrauben, bevor ich sie serviere.	le	un,la,du	lave	le raisin
Je coupe la poire en morceaux.	Ich schneide die Birne in Stücke.	la	une,le,des	coupe	la poire
Je remercie le serveur pour l'addition.	Ich bedanke mich beim Kellner wegen der Rechnung.	le	un,la,du	remercie	le serveur
Je remercie la serveuse poliment.	Ich bedanke mich höflich bei der Kellnerin.	la	une,le,des	remercie	la serveuse
Je nettoie le clavier de l'ordinateur.	Ich reinige die Computertastatur.	le	un,la,du	nettoie	le clavier
Je cherche la souris sur la table.	Ich suche die Maus auf dem Tisch.	la	une,le,des	cherche	la souris
J'installe la caméra dans le salon.	Ich installiere die Kamera im Wohnzimmer.	la	une,le,des	installe	la caméra
Je teste le micro avant le concert.	Ich teste das Mikrofon vor dem Konzert.	le	un,la,du	teste	le micro
Je cherche les écouteurs dans mon sac.	Ich suche die Kopfhörer in meiner Tasche.	les	des,un,de	cherche	les écouteurs
Je cache la tristesse derrière un sourire.	Ich verberge die Traurigkeit hinter einem Lächeln.	la	une,le,des	cache	la tristesse
Je plie le genou doucement.	Ich beuge vorsichtig das Knie.	le	un,la,du	plie	le genou
Je masse l'épaule de mon ami.	Ich massiere meinem Freund die Schulter.	l'	le,la,un	masse	l'épaule
Je place le pansement sur la plaie.	Ich lege das Pflaster auf die Wunde.	le	un,la,du	place	le pansement
Je coupe l'herbe du jardin.	Ich mähe das Gras im Garten.	l'	le,la,un	coupe	l'herbe
J'observe l'oiseau dans l'arbre.	Ich beobachte den Vogel im Baum.	l'	le,la,un	observe	l'oiseau
Je nourris la vache chaque matin.	Ich füttere jeden Morgen die Kuh.	la	une,le,des	nourris	la vache
Je compte le mouton avant de dormir.	Ich zähle vor dem Einschlafen Schafe.	le	un,la,du	compte	le mouton
Je traverse le village en voiture.	Ich durchquere das Dorf mit dem Auto.	le	un,la,du	traverse	le village
Je déteste le froid de l'hiver.	Ich hasse die Kälte des Winters.	le	un,la,du	déteste	le froid
Je cache l'envie de partir.	Ich verberge die Lust, wegzugehen.	l'	le,la,un	cache	l'envie
Je note l'adresse sur le papier.	Ich notiere die Adresse auf dem Papier.	l'	le,la,un	note	l'adresse
J'étudie la géographie ce trimestre.	Ich lerne dieses Trimester Geografie.	la	une,le,des	étudie	la géographie
J'attends le mari devant la gare.	Ich warte vor dem Bahnhof auf den Ehemann.	le	un,la,du	attends	le mari
Je partage le plaisir du voyage.	Ich teile die Freude an der Reise.	le	un,la,du	partage	le plaisir
J'écoute le chef attentivement.	Ich höre dem Chef aufmerksam zu.	le	un,la,du	écoute	le chef
Je consulte le docteur ce matin.	Ich gehe heute Morgen zum Arzt.	le	un,la,du	consulte	le docteur
Je consulte la doctoresse de famille.	Ich gehe zur Hausärztin.	la	une,le,des	consulte	la doctoresse
Je promène la chienne chaque soir.	Ich führe jeden Abend die Hündin aus.	la	une,le,des	promène	la chienne
J'attends le garçon devant l'école.	Ich warte vor der Schule auf den Jungen.	le	un,la,du	attends	le garçon
Je regarde le monde changer.	Ich beobachte, wie sich die Welt verändert.	le	un,la,du	regarde	le monde
Je raconte la fois où j'ai gagné.	Ich erzähle von dem Mal, als ich gewonnen habe.	la	une,le,des	raconte	la fois
Je prépare le thé chaud.	Ich mache heißen Tee.	le	un,la,du	prépare	le thé
J'écoute le cœur du patient.	Ich höre das Herz des Patienten ab.	le	un,la,du	écoute	le cœur
Je suis le cours de français.	Ich nehme am Französischunterricht teil.	le	un,la,du	suis	le cours
