source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
le nord	Nord	words	A1	noun	masculine	nord	86.08
participer	teilnehmen	words	A1	verb		participer	86.08
couper	abhauen	words	A1	verb		couper	85.73
le morceau	Fleck	words	A1	noun	masculine	morceau	85.21
le commerce	Handel	words	A1	noun	masculine	commerce	85.00
le copain	Freund	words	A1	noun	masculine	copain	84.77
reposer	legen	words	A1	verb		reposer	84.76
le pain	Brot	words	A1	noun	masculine	pain	84.62
profiter	dienen	words	A1	verb		profiter	84.58
surprendre	befremden	words	A1	verb		surprendre	84.58
le bain	Bad	words	A1	noun	masculine	bain	84.36
remarquer	bemerken	words	A1	verb		remarquer	84.25
certain	manche	words	A1	adjective	masculine	certain	83.81
grave	schwer	words	A1	adjective		grave	83.78
la chanson	Lied	words	A1	noun	feminine	chanson	83.75
large	weit	words	A1	adjective		large	83.49
le midi	Mittag	words	A1	noun	masculine	midi	83.42
la rencontre	Treffen	words	A1	noun	feminine	rencontre	83.30
fatiguer	ermüden	words	A1	verb		fatiguer	83.17
le papa	Papa	words	A1	noun	masculine	papa	82.69
la Mademoiselle	Fräulein	words	A1	noun	feminine	mademoiselle	82.10
le fruit	Obst	words	A1	noun	masculine	fruit	81.46
la gare	Bahnhof	words	A1	noun	feminine	gare	81.08
couvrir	decken	words	A1	verb		couvrir	80.42
la connaissance	Wissen	words	A1	noun	feminine	connaissance	79.96
la communication	Mitteilung	words	A1	noun	feminine	communication	79.78
l' est	Osten	words	A1	noun	masculine	est	79.27
la solution	Lösung	words	A1	noun	feminine	solution	79.11
terminer	enden	words	A1	verb		terminer	79.10
remercier	danken	words	A1	verb		remercier	78.87
doux	süß	words	A1	adjective		doux	78.68
normal	normal	words	A1	adjective		normal	77.90
dur	zäh	words	A1	adjective		dur	77.86
le samedi	Samstag	words	A1	noun	masculine	samedi	77.72
noter	anmerken	words	A1	verb		noter	77.25
durer	dauern	words	A1	verb		durer	77.16
la zone	Zone	words	A1	noun	feminine	zone	76.77
marquer	prägen	words	A1	verb		marquer	76.72
l' environnement	Milieu	words	A1	noun	masculine	environnement	76.45
l' organisation	Unternehmen	words	A1	noun	feminine	organisation	76.01
le couloir	Flur	words	A1	noun	masculine	couloir	75.76
rapide	rasch	words	A1	adjective		rapide	75.28
commun	gemein	words	A1	adjective		commun	74.72
neuf	neu	words	A1	adjective		neuf	74.64
prier	beten	words	A1	verb		prier	74.39
extraordinaire	außergewöhnlich	words	A1	adjective		extraordinaire	74.13
moderne	modern	words	A1	adjective		moderne	73.78
lundi	Montag	words	A1	noun		lundi	73.72
fumer	düngen	words	A1	verb		fumer	73.55
remplacer	ablösen	words	A1	verb		remplacer	73.37
le bateau	Boot	words	A1	noun	masculine	bateau	73.10
le pont	Deck	words	A1	noun	masculine	pont	72.94
fou	irre	words	A1	adjective	masculine	fou	72.90
le poisson	Fisch	words	A1	noun	masculine	poisson	72.86
composer	setzen	words	A1	verb		composer	72.62
intelligent	klug	words	A1	adjective	masculine	intelligent	72.48
le paysage	Landschaft	words	A1	noun	masculine	paysage	72.44
pratiquer	üben	words	A1	verb		pratiquer	72.35
danser	tanzen	words	A1	verb		danser	72.25
saluer	grüßen	words	A1	verb		saluer	71.87
l' appareil	Gerät	words	A1	noun	masculine	appareil	71.86
malade	krank	words	A1	adjective		malade	71.70
l' accident	Infakt	words	A1	noun	masculine	accident	71.50
le parfum	Parfum	words	A1	noun	masculine	parfum	71.49
remonter	spannen	words	A1	verb		remonter	71.36
rapidement	schnell	words	A1	adverb		rapidement	71.29
la lecture	Lesen	words	A1	noun	feminine	lecture	71.15
lentement	langsam	words	A1	adverb		lentement	71.08
moyen	durchschnittlich	words	A1	adjective		moyen	70.93
environ	ungefähr	words	A1	preposition		environ	70.54
transformer	ändern	words	A1	verb		transformer	70.44
excuser	verzeihen	words	A1	verb		excuser	70.08
accueillir	aufnehmen	words	A1	verb		accueillir	70.04
la sortie	Ausweg	words	A1	noun	feminine	sortie	69.48
frais	kühl	words	A1	adjective		frais	69.25
le page	Page	words	A1	noun	masculine	page	68.89
le spectacle	Show	words	A1	noun	masculine	spectacle	68.79
le chevalier	Ritter	words	A1	noun	masculine	chevalier	68.42
excellent	exzellent	words	A1	adjective		excellent	68.36
le cadeau	Gabe	words	A1	noun	masculine	cadeau	68.29
sympa	freundlich	words	A1	adjective		sympa	67.35
inventer	erfinden	words	A1	verb		inventer	67.27
le nez	Nase	words	A1	noun	masculine	nez	66.89
le secret	Hehl	words	A1	noun	masculine	secret	66.71
l' adresse	Adresse	words	A1	noun	feminine	adresse	66.69
la chaussure	Schuh	words	A1	noun	feminine	chaussure	66.60
le salut	Heil	words	A1	noun	masculine	salut	66.26
l' enfance	Kindheit	words	A1	noun	feminine	enfance	66.26
assister	helfen	words	A1	verb		assister	66.02
courage	Mut	words	A1	noun		courage	65.27
jeudi	Donnerstag	words	A1	noun		jeudi	65.17
pendre	hängen	words	A1	verb		pendre	64.80
avril	April	words	A1	noun		avril	64.66
gris	Grau	words	A1	adjective		gris	64.62
le Bar	Bar	words	A1	noun	masculine	bar	64.14
attacher	binden	words	A1	verb		attacher	64.00
la bouteille	Buddel	words	A1	noun	feminine	bouteille	63.81
la jambe	Bein	words	A1	noun	feminine	jambe	63.60
endormir	einschläfern	words	A1	verb		endormir	62.87
le sourire	Lachen	words	A1	noun	masculine	sourire	62.07
curieux	kurios	words	A1	adjective	masculine	curieux	62.03
l' avion	Flugzeug	words	A1	noun	masculine	avion	61.98
la direction	Führung	words	A1	noun	feminine	direction	61.96
fin	fein	words	A1	adjective		fin	61.78
le magazine	Serie	words	A1	noun	masculine	magazine	61.39
facilement	leicht	words	A1	adverb		facilement	61.35
sportif	sportlich	words	A1	adjective		sportif	60.56
vendredi	Freitag	words	A1	noun		vendredi	60.37
l' honneur	Ehre	words	A1	noun	masculine	honneur	60.35
le billet	Ticket	words	A1	noun	masculine	billet	59.96
dessiner	malen	words	A1	verb		dessiner	59.29
espagnol	Spanisch	words	A1	adjective		espagnol	59.28
discuter	reden	words	A1	verb		discuter	59.28
sonner	tönen	words	A1	verb		sonner	58.95
retirer	zapfen	words	A1	verb		retirer	58.85
laver	spülen	words	A1	verb		laver	58.83
la passion	Lust	words	A1	noun	feminine	passion	58.78
le retard	Verspätung	words	A1	noun	masculine	retard	58.62
le fou	Narr	words	A1	noun	masculine	fou	58.60
la paix	Friede	words	A1	noun	feminine	paix	58.19
la feuille	Blatt	words	A1	noun	feminine	feuille	57.60
la capitale	Hauptstadt	words	A1	noun	feminine	capitale	57.38
vide	leer	words	A1	adjective		vide	57.02
l' explication	Aussprache	words	A1	noun	feminine	explication	56.92
le loisir	Muße	words	A1	noun	masculine	loisir	56.87
l' ouverture	Anfang	words	A1	noun	feminine	ouverture	56.17
bien	gut	words	A1	adjective		bien	56.07
la confiance	Vertrauen	words	A1	noun	feminine	confiance	55.77
le monument	Denkmal	words	A1	noun	masculine	monument	55.65
super	prima	words	A1	adjective		super	55.54
respecter	halten	words	A1	verb		respecter	55.47
la mairie	Rathaus	words	A1	noun	feminine	mairie	55.21
répartir	zerlegen	words	A1	verb		repartir	55.05
ami	befreundet	words	A1	adjective	masculine	ami	55.01
la neige	Schnee	words	A1	noun	feminine	neige	54.99
ennuyer	ärgern	words	A1	verb		ennuyer	54.89
justement	präzise	words	A1	adverb		justement	54.71
l' herbe	Gras	words	A1	noun	feminine	herbe	54.71
immeuble	Bau	words	A1	noun		immeuble	54.60
indiquer	weisen	words	A1	verb		indiquer	54.29
le tableau	Bild	words	A1	noun	masculine	tableau	54.29
le mercredi	Mittwoch	words	A1	noun	masculine	mercredi	54.22
la pluie	Regen	words	A1	noun	feminine	pluie	54.14
la tradition	Brauch	words	A1	noun	feminine	tradition	54.03
la plage	Pad	words	A1	noun	feminine	plage	53.94
la technologie	Technik	words	A1	noun	feminine	technologie	53.46
l' erreur	Fehler	words	A1	noun	feminine	erreur	53.35
le quart	Viertel	words	A1	noun	masculine	quart	53.06
le plat	Gang	words	A1	noun	masculine	plat	52.93
certainement	bestimmt	words	A1	adverb		certainement	52.53
pauvre	Arme	words	A1	noun		pauvre	52.33
le message	Brief	words	A1	noun	masculine	message	52.30
la banque	Bank	words	A1	noun	feminine	banque	52.27
gratuit	frei	words	A1	adjective		gratuit	52.08
le novembre	Nebelung	words	A1	noun	masculine	novembre	51.57
le Peintre	Maler	words	A1	noun	masculine	peintre	51.09
l' ombre	Äsche	words	A1	noun	masculine	ombre	50.93
jaune	Dotter	words	A1	adjective	masculine	jaune	50.83
rouler	fahren	words	A1	verb		rouler	50.71
faux	falsch	words	A1	adjective		FAUX	50.56
regretter	bereuen	words	A1	verb		regretter	50.50
le dessin	Bild	words	A1	noun	masculine	dessin	50.47
sinon	außer	words	A1	conjunction		sinon	50.33
la joie	Freude	words	A1	noun	feminine	joie	50.03
le printemps	Lenz	words	A1	noun	masculine	printemps	49.63
exactement	genau	words	A1	adverb		exactement	49.18
futur	künftig	words	A1	adjective		futur	48.83
la date	Datum	words	A1	noun	feminine	date	48.76
rechercher	suchen	words	A1	verb		rechercher	48.31
le quai	Kai	words	A1	noun	masculine	quai	47.88
l' oncle	Oheim	words	A1	noun	masculine	oncle	47.78
vieux	alt	words	A1	noun		vieux	47.77
fabriquer	machen	words	A1	verb		fabriquer	47.17
Italien	Italiener	words	A1	adjective	masculine	italien	46.84
la glace	Eis	words	A1	noun	feminine	glace	46.71
la dent	Zahn	words	A1	noun	feminine	dent	46.52
la tante	Tante	words	A1	noun	feminine	tante	46.47
recommencer	wieder anfangen	words	A1	verb		recommencer	46.35
la danse	Tanz	words	A1	noun	feminine	danse	46.31
le moi	mir / ich	words	A1	noun	masculine	moi	46.27
le Cousin	Cousin	words	A1	noun	masculine	cousin	44.75
africain	afrikanisch	words	A1	adjective		africain	44.69
admirer	bewundern	words	A1	verb		admirer	44.67
la surprise	Überraschungs	words	A1	noun	feminine	surprise	44.23
la proposition	Satz	words	A1	noun	feminine	proposition	44.19
le prince	Fürst	words	A1	noun	masculine	prince	44.12
bus	Bus	words	A1	noun		bus	44.05
blond	hell	words	A1	adjective		blond	43.98
la bande	Band	words	A1	noun	feminine	bande	43.92
la pomme	Apfel	words	A1	noun	feminine	pomme	43.90
l' odeur	Geruch	words	A1	noun	feminine	odeur	43.73
le devoir	müssen	words	A1	noun	masculine	devoir	43.35
brun	braun	words	A1	adjective		brun	43.32
le toit	Dach	words	A1	noun	masculine	toit	43.08
directement	aufrecht	words	A1	adverb		directement	43.01
briller	blinken	words	A1	verb		briller	42.20
salé	salzig	words	A1	adjective		sale	42.07
le paquet	Paket	words	A1	noun	masculine	paquet	41.84
adulte	Erwachsene	words	A1	noun		adulte	41.81
la moyenne	Mittel	words	A1	noun	feminine	moyenne	41.76
la faim	Hunger	words	A1	noun	feminine	faim	41.58
bas	niedrig	words	A1	adverb		bas	41.54
allumer	zünden	words	A1	verb		allumer	41.27
voisin	benachbart	words	A1	adjective		voisin	40.32
officiel	amtlich	words	A1	adjective		officiel	40.20
la taille	Maß	words	A1	noun	feminine	taille	40.16
le sommet	Gipfel	words	A1	noun	masculine	sommet	40.12
touriste	Tourist	words	A1	noun		touriste	39.87
le vol	Flug	words	A1	noun	masculine	vol	39.45
mince	dünn	words	A1	adjective		mince	39.43
quelquefois	manchmal	words	A1	adverb		quelquefois	39.36
presser	drängen	words	A1	verb		presser	39.06
la province	Provinz	words	A1	noun	feminine	province	38.99
la banlieue	Vorort	words	A1	noun	feminine	banlieue	38.52
la lampe	Lampe	words	A1	noun	feminine	lampe	38.27
le genou	Knie	words	A1	noun	masculine	genou	37.97
courageux	mutig	words	A1	adjective		courageux	37.62
la jeunesse	Jugend	words	A1	noun	feminine	jeunesse	37.26
l' arme	Waffe	words	A1	noun	feminine	arme	37.18
heureusement	glücklich	words	A1	adverb		heureusement	36.72
la collection	Sammlung	words	A1	noun	feminine	collection	36.69
informer	mitteilen	words	A1	verb		informer	36.24
le document	Akt	words	A1	noun	masculine	document	36.17
le chanteur	Kantor	words	A1	noun	masculine	chanteur	36.12
amoureux	verliebt	words	A1	noun		amoureux	35.89
Allemand	Deutsche	words	A1	adjective	masculine	allemand	35.79
original	eigentümlich	words	A1	adjective		original	35.75
commander	heißen	words	A1	verb		commander	35.62
nul	mies	words	A1	adjective		nul	35.41
l' accueil	Akzept	words	A1	noun	masculine	accueil	35.34
la peinture	Lack	words	A1	noun	feminine	peinture	35.30
bizarre	bizarr	words	A1	adjective		bizarre	35.23
analyser	auflösen	words	A1	verb		analyser	35.14
la plante	Sohle	words	A1	noun	feminine	plante	34.93
la terrasse	Terrasse	words	A1	noun	feminine	terrasse	34.89
pleuvoir	fallen	words	A1	verb		pleuvoir	34.66
l' atelier	Loge	words	A1	noun	masculine	atelier	34.62
le concert	Konzert	words	A1	noun	masculine	concert	34.16
ben	na	words	A1	adverb		ben	33.91
francophone	französischsprachig	words	A1	adjective		francophone	33.78
la viande	Fleisch	words	A1	noun	feminine	viande	33.35
le chocolat	Kakao	words	A1	noun	masculine	chocolat	33.23
parfait	rein	words	A1	adjective		parfait	33.18
l' agence	Agentur	words	A1	noun	feminine	agence	33.12
le boule	Po	words	A1	noun	masculine	boule	32.67
l' usine	Werk	words	A1	noun	feminine	usine	32.55
l' assurance	Kühnheit	words	A1	noun	feminine	assurance	31.97
le climat	Klima	words	A1	noun	masculine	climat	31.76
le club	Club	words	A1	noun	masculine	club	31.70
formidable	toll	words	A1	adjective		formidable	31.59
ranger	ordnen	words	A1	verb		ranger	31.20
noir	Schwarz	words	A1	noun		noir	30.61
la promenade	Gang	words	A1	noun	feminine	promenade	30.42
l' exercice	Üben	words	A1	noun	masculine	exercice	30.10
mardi	Dienstag	words	A1	noun		mardi	30.10
automne	Herbst	words	A1	noun		automne	30.03
continu	kontinuierlich	words	A1	adjective	masculine	continu	29.78
tiens	sieh an	phrases	A1	interjection		tiens	29.75
le lait	Milch	words	A1	noun	masculine	lait	29.62
haut	erhaben	words	A1	adverb		haut	29.50
l' humeur	Humor	words	A1	noun	feminine	humeur	28.98
le fromage	Käse	words	A1	noun	masculine	fromage	28.88
la grotte	Höhle	words	A1	noun	feminine	grotte	28.69
merveilleux	wunderbar	words	A1	adjective		merveilleux	28.64
complet	voll	words	A1	adjective		complet	28.55
obligatoire	zwingend	words	A1	adjective		obligatoire	28.47
la maths	Mathe	words	A1	noun	feminine	maths	28.22
la voile	Segel	words	A1	noun	feminine	voile	28.06
Sucre	Sucre	words	A1	noun		sucre	27.79
compliquer	erschweren	words	A1	verb		compliquer	27.75
la nouvelle	Novelle	words	A1	noun	feminine	nouvelle	27.60
la piscine	Bad	words	A1	noun	feminine	piscine	27.28
le disque	CD	words	A1	noun	masculine	disque	27.17
parisien	Pariser	words	A1	noun		parisien	27.10
le boulevard	Boulevard	words	A1	noun	masculine	boulevard	26.98
incroyable	lächerlich	words	A1	adjective		incroyable	26.97
le pardon	Vergebung	words	A1	noun	masculine	pardon	26.83
la roue	Rad	words	A1	noun	feminine	roue	26.81
direct	recht	words	A1	adjective		direct	26.69
le tourisme	Tourismus	words	A1	noun	masculine	tourisme	26.56
l' examen	Test	words	A1	noun	masculine	examen	26.34
dynamique	fließend	words	A1	adjective		dynamique	26.16
boutique	Bude	words	A1	noun		boutique	25.90
le musicien	Musiker	words	A1	noun	masculine	musicien	25.88
horrible	grässlich	words	A1	adjective		horrible	25.54
la caisse	Kasse	words	A1	noun	feminine	caisse	25.53
le sort	Los	words	A1	noun	masculine	sort	25.47
le port	Port	words	A1	noun	masculine	port	25.18
la station	Kurort	words	A1	noun	feminine	station	25.15
sympathique	gemütlich	words	A1	adjective		sympathique	24.73
la corde	Seil	words	A1	noun	feminine	corde	23.71
l' anniversaire	Jahrestag	words	A1	noun	masculine	anniversaire	23.68
l' huile	Öl	words	A1	noun	feminine	huile	23.67
belge	belgisch	words	A1	adjective		belge	23.60
le palais	Gaumen	words	A1	noun	masculine	palais	23.50
le menu	Menü	words	A1	noun	masculine	menu	23.15
le beurre	Butter	words	A1	noun	masculine	beurre	23.06
gras	fett	words	A1	adjective		gras	22.92
l' horreur	Gräuel	words	A1	noun	feminine	horreur	22.58
le studio	Studio	words	A1	noun	masculine	studio	22.30
la destination	Ziel	words	A1	noun	feminine	destination	21.88
le pantalon	Hose	words	A1	noun	masculine	pantalon	21.86
solde	Saldo	words	A1	noun		solde	21.79
l' informatique	Informatik	words	A1	noun	feminine	informatique	21.73
timide	bang	words	A1	adjective		timide	21.18
le demi	Halbe	words	A1	noun	masculine	demi	20.13
sec	dürr	words	A1	adjective		sec	20.00
le taxi	Taxi	words	A1	noun	masculine	taxi	19.93
la salade	Salat	words	A1	noun	feminine	salade	19.92
pire	schlechter	words	A1	adjective		pire	19.91
charmant	reizend	words	A1	adjective		charmant	19.64
le serveur	Server	words	A1	noun	masculine	serveur	19.57
l' agriculture	Ackerbau	words	A1	noun	feminine	agriculture	19.41
le rock	Rock	words	A1	noun	masculine	rock	19.36
bonsoir	guten Abend	words	A1	noun		bonsoir	19.18
la toilette	Toilette	words	A1	noun	feminine	toilette	19.16
romantique	romantisch	words	A1	adjective		romantique	19.10
l' invitation	Einladung	words	A1	noun	feminine	invitation	18.87
le parking	Parkplatz	words	A1	noun	masculine	parking	18.66
le mec	Typ	words	A1	noun	masculine	mec	18.43
amusant	amüsant	words	A1	adjective	masculine	amusant	18.14
devant	im voraus	words	A1	adverb		devant	17.89
la planche	Beet	words	A1	noun	feminine	planche	17.34
fantastique	fantastisch	words	A1	adjective		fantastique	17.12
la messe	Messe	words	A1	noun	feminine	messe	16.96
le ski	Ski	words	A1	noun	masculine	ski	16.79
la soupe	Suppe	words	A1	noun	feminine	soupe	16.67
joyeux	froh	words	A1	adjective		joyeux	16.60
l' avenue	Allee	words	A1	noun	feminine	avenue	16.23
le continent	Erdteil	words	A1	noun	masculine	continent	16.16
baigner	baden	words	A1	verb		baigner	16.09
le Jean	Jan	words	A1	noun	masculine	jean	15.87
l' office	Amt	words	A1	noun	masculine	office	15.82
le fleuve	Fluss	words	A1	noun	masculine	fleuve	15.60
l' animateur	Animator	words	A1	noun	masculine	animateur	15.37
la boisson	Trank	words	A1	noun	feminine	boisson	15.28
le dessert	Dessert	words	A1	noun	masculine	dessert	15.28
le paradis	Himmel	words	A1	noun	masculine	paradis	15.28
l' aile	Flügel	words	A1	noun	feminine	aile	15.18
le tennis	Tennis	words	A1	noun	masculine	tennis	15.05
l' inscription	Anmeldung	words	A1	noun	feminine	inscription	14.70
le pull	Pulli	words	A1	noun	masculine	pull	14.67
le plateau	Plateau	words	A1	noun	masculine	plateau	14.67
le jus	Saft	words	A1	noun	masculine	jus	14.49
le sportif	Sportler	words	A1	noun	masculine	sportif	14.48
